verbatim_name,canonical_name,resolved_taxon_id,accepted_canonical_name,source,confidence,gbif_match_type,notes
Ashmeadiella cactorum aridula,ashmeadiella cactorum,214387,ashmeadiella cactorum,exact,1.0,,
"Atoposmia copelandica (Cockerell, 1908)",atoposmia copelandica,271578,atoposmia copelandica,exact,1.0,,
Bombus  appositus,bombus appositus,320050,bombus appositus,exact,1.0,,
Bombus  flavifrons,bombus flavifrons,119308,bombus flavifrons,exact,1.0,,
Bombus  mixtus,bombus mixtus,319125,bombus mixtus,exact,1.0,,
Bombus  rufocinctus,bombus rufocinctus,144011,bombus rufocinctus,exact,1.0,,
Bombus  vancouverensis,bombus vancouverensis,1020304,bombus vancouverensis,exact,1.0,,
Bombus californicus,bombus californicus,124420,bombus californicus,exact,1.0,,
"Bombus caliginosus (Frison, 1927)",bombus caliginosus,344228,bombus caliginosus,exact,1.0,,
Bombus centralis,bombus centralis,321463,bombus centralis,exact,1.0,,
"Bombus fervidus (Fabricius, 1798)",bombus fervidus,52774,bombus fervidus,exact,1.0,,
Bombus flavifrons,bombus flavifrons,119308,bombus flavifrons,exact,1.0,,
"Bombus flavifrons Cresson, 1864",bombus flavifrons,119308,bombus flavifrons,exact,1.0,,
"Bombus griseocollis (De Geer, 1773)",bombus griseocollis,120215,bombus griseocollis,exact,1.0,,
"Bombus huntii Greene, 1860",bombus huntii,154043,bombus huntii,exact,1.0,,
"Bombus impatiens Cresson, 1863",bombus impatiens,118970,bombus impatiens,exact,1.0,,
Bombus insularis,bombus insularis,143036,bombus insularis,exact,1.0,,
"Bombus insularis (Smith, 1861)",bombus insularis,143036,bombus insularis,exact,1.0,,
Bombus kirbiellus,bombus kirbiellus,704572,bombus kirbiellus,exact,1.0,,
Bombus mixtus,bombus mixtus,319125,bombus mixtus,exact,1.0,,
"Bombus mixtus Cresson, 1879",bombus mixtus,319125,bombus mixtus,exact,1.0,,
Bombus nevadensis,bombus nevadensis,341001,bombus nevadensis,exact,1.0,,
Bombus occidentalis,bombus occidentalis,82371,bombus occidentalis,exact,1.0,,
Bombus rufocinctus,bombus rufocinctus,144011,bombus rufocinctus,exact,1.0,,
"Bombus rufocinctus Cresson, 1864",bombus rufocinctus,144011,bombus rufocinctus,exact,1.0,,
Bombus sitkensis,bombus sitkensis,142269,bombus sitkensis,exact,1.0,,
"Bombus suckleyi Greene, 1860",bombus suckleyi,452445,bombus suckleyi,exact,1.0,,
"Bombus vagans Smith, 1854",bombus vagans,128670,bombus vagans,exact,1.0,,
"Bombus vancouverensis Cresson, 1879",bombus vancouverensis,1020304,bombus vancouverensis,exact,1.0,,
Bombus vancouverensis vancouverensis,bombus vancouverensis,1020304,bombus vancouverensis,exact,1.0,,
Bombus vandykei,bombus vandykei,125138,bombus vandykei,exact,1.0,,
Bombus vosnesenskii,bombus vosnesenskii,57689,bombus vosnesenskii,exact,1.0,,
"Bombus vosnesenskii Radoszkowski, 1862",bombus vosnesenskii,57689,bombus vosnesenskii,exact,1.0,,
Brachymelecta californica,brachymelecta californica,1255700,brachymelecta californica,exact,1.0,,
"Calliopsis edwardsii Cresson, 1878",calliopsis edwardsii,574043,calliopsis edwardsii,exact,1.0,,
"Calliopsis xenus (Rozen, 1958)",calliopsis xenus,574019,calliopsis xenus,exact,1.0,,
Ceratina acantha,ceratina acantha,309461,ceratina acantha,exact,1.0,,
Ceratina nanula,ceratina nanula,309463,ceratina nanula,exact,1.0,,
"Ceratina nanula Cockerell, 1897",ceratina nanula,309463,ceratina nanula,exact,1.0,,
Chelostoma phaceliae,chelostoma phaceliae,361503,chelostoma phaceliae,exact,1.0,,
"Chelostoma phaceliae Michener, 1938",chelostoma phaceliae,361503,chelostoma phaceliae,exact,1.0,,
Coelioxys mesae,coelioxys mesae,626634,coelioxys mesae,exact,1.0,,
"Coelioxys moesta Cresson, 1864",coelioxys moesta,626800,coelioxys moestus,gbif,0.98,VARIANT,
"Coelioxys octodentata Say, 1824",coelioxys octodentata,934230,coelioxys octodentata,exact,1.0,,
Coelioxys rufitarsis,coelioxys rufitarsis,626642,coelioxys rufitarsis,exact,1.0,,
"Coelioxys rufitarsis Smith, 1854",coelioxys rufitarsis,626642,coelioxys rufitarsis,exact,1.0,,
Coelioxys serricaudatus,coelioxys serricaudatus,636887,coelioxys serricaudatus,exact,1.0,,
Colletes compactus hesperius,colletes compactus,199043,colletes compactus,exact,1.0,,
"Colletes consors Cresson, 1868",colletes consors,199044,colletes consors,exact,1.0,,
"Colletes consors pascoensis Cockerell, 1898",colletes consors,199044,colletes consors,exact,1.0,,
Colletes delodontus,colletes delodontus,1339095,colletes delodontus,exact,1.0,,
Colletes fulgidus,colletes fulgidus,217440,colletes fulgidus,exact,1.0,,
Colletes fulgidus fulgidus,colletes fulgidus,217440,colletes fulgidus,exact,1.0,,
"Colletes fulgidus Swenk, 1904",colletes fulgidus,217440,colletes fulgidus,exact,1.0,,
Colletes gypsicolens,colletes gypsicolens,459061,colletes gypsicolens,exact,1.0,,
Colletes inaequalis,colletes inaequalis,199041,colletes inaequalis,exact,1.0,,
Colletes lutzi,colletes lutzi,847834,colletes lutzi,exact,1.0,,
"Colletes lutzi Timberlake, 1943",colletes lutzi,847834,colletes lutzi,exact,1.0,,
Colletes phaceliae,colletes phaceliae,179703,colletes phaceliae,exact,1.0,,
"Colletes phaceliae Cockerell, 1906",colletes phaceliae,179703,colletes phaceliae,exact,1.0,,
Colletes simulans,colletes simulans,179699,colletes simulans,exact,1.0,,
"Colletes simulans nevadensis Swenk, 1908",colletes simulans,179699,colletes simulans,exact,1.0,,
Diadasia diminuta,diadasia diminuta,307403,diadasia diminuta,exact,1.0,,
"Diadasia diminuta (Cresson, 1879)",diadasia diminuta,307403,diadasia diminuta,exact,1.0,,
Diadasia enavata,diadasia enavata,135310,diadasia enavata,exact,1.0,,
"Diadasia nigrifrons (Cresson, 1879)",diadasia nigrifrons,888396,diadasia nigrifrons,exact,1.0,,
Diadasia ochracea,diadasia ochracea,361448,diadasia ochracea,exact,1.0,,
"Dianthidium curvatum (Smith, 1854)",dianthidium curvatum,459058,dianthidium curvatum,exact,1.0,,
"Dianthidium curvatum sayi Cockerell, 1907",dianthidium curvatum,459058,dianthidium curvatum,exact,1.0,,
"Dianthidium heterulkei Schwarz, 1940",dianthidium heterulkei,271473,dianthidium heterulkei,exact,1.0,,
"Dianthidium pudicum (Cresson, 1879)",dianthidium pudicum,218318,dianthidium pudicum,exact,1.0,,
"Dianthidium ulkei (Cresson, 1878)",dianthidium ulkei,218319,dianthidium ulkei,exact,1.0,,
Dioxys productus,dioxys productus,307424,dioxys productus,exact,1.0,,
"Dufourea calochorti (Cockerell, 1924)",dufourea calochorti,1037840,dufourea calochorti,exact,1.0,,
"Dufourea campanulae (Cockerell, 1897)",dufourea campanulae,1037841,dufourea campanulae,exact,1.0,,
"Dufourea holocyanea (Cockerell, 1925)",dufourea holocyanea,458977,dufourea holocyanea,exact,1.0,,
"Dufourea maura (Cresson, 1878)",dufourea maura,218789,dufourea maura,exact,1.0,,
"Dufourea trochantera Bohart, 1948",dufourea trochantera,458978,dufourea trochantera,exact,1.0,,
"Epeolus americanus (Cresson, 1878)",epeolus americanus,459070,epeolus americanus,exact,1.0,,
"Epeolus compactus Cresson, 1878",epeolus compactus,308866,epeolus compactus,exact,1.0,,
Epeolus emiliae,epeolus emiliae,1399110,epeolus emiliae,exact,1.0,,
"Epeolus minimus (Robertson, 1902)",epeolus minimus,345437,epeolus minimus,exact,1.0,,
Epeolus olympiellus,epeolus olympiellus,924642,epeolus olympiellus,exact,1.0,,
"Epeolus olympiellus Cockerell, 1904",epeolus olympiellus,924642,epeolus olympiellus,exact,1.0,,
"Epimelissodes obliqua (Say, 1837)",epimelissodes obliqua,1630911,epimelissodes obliqua,exact,1.0,,
Eucera  frater,eucera frater,453648,eucera frater,exact,1.0,,
"Eucera amsinckiae (Timberlake, 1969)",eucera amsinckiae,271788,eucera amsinckiae,exact,1.0,,
"Eucera delphinii (Timberlake, 1969)",eucera delphinii,361450,eucera delphinii,exact,1.0,,
"Eucera douglasiana (Cockerell, 1906)",eucera douglasiana,459073,eucera douglasiana,exact,1.0,,
Eucera frater lata,eucera frater,453648,eucera frater,exact,1.0,,
"Eucera hurdi (Timberlake, 1969)",eucera hurdi,459077,eucera hurdi,exact,1.0,,
Habropoda cineraria,habropoda cineraria,458980,habropoda cineraria,exact,1.0,,
"Habropoda miserabilis (Cresson, 1879)",habropoda miserabilis,307633,habropoda miserabilis,exact,1.0,,
Halictus confusus,halictus confusus,199115,halictus confusus,exact,1.0,,
Halictus confusus confusus,halictus confusus,199115,halictus confusus,exact,1.0,,
"Halictus confusus Smith, 1853",halictus confusus,199115,halictus confusus,exact,1.0,,
Halictus farinosus,halictus farinosus,318550,halictus farinosus,exact,1.0,,
"Halictus farinosus Smith, 1853",halictus farinosus,318550,halictus farinosus,exact,1.0,,
Halictus ligatus,halictus ligatus,154298,halictus ligatus,exact,1.0,,
Halictus rubicundus,halictus rubicundus,127747,halictus rubicundus,exact,1.0,,
"Halictus virgatellus Cockerell, 1901",halictus virgatellus,454798,halictus virgatellus,exact,1.0,,
"Heriades carinata Cresson, 1865",heriades carinata,203204,heriades carinata,exact,1.0,,
Heriades occidentalis,heriades occidentalis,309155,heriades occidentalis,exact,1.0,,
"Hoplitis fulgida (Cresson, 1864)",hoplitis fulgida,221489,hoplitis fulgida,exact,1.0,,
Hoplitis grinnelli,hoplitis grinnelli,271346,hoplitis grinnelli,exact,1.0,,
"Hoplitis grinnelli (Cockerell, 1910)",hoplitis grinnelli,271346,hoplitis grinnelli,exact,1.0,,
"Hoplitis hypocrita (Cockerell, 1906)",hoplitis hypocrita,361559,hoplitis hypocrita,exact,1.0,,
"Hoplitis louisae (Cockerell, 1934)",hoplitis louisae,459079,hoplitis louisae,exact,1.0,,
"Hoplitis robusta (Nylander, 1848)",hoplitis robusta,459080,hoplitis robusta,exact,1.0,,
"Hoplitis sambuci Titus, 1904",hoplitis sambuci,308690,hoplitis sambuci,exact,1.0,,
"Hoplitis uvulalis (Cockerell, 1902)",hoplitis uvulalis,549622,hoplitis uvulalis,exact,1.0,,
"Hylaeus annulatus (Linnaeus, 1758)",hylaeus annulatus,199053,hylaeus annulatus,exact,1.0,,
Hylaeus basalis,hylaeus basalis,199052,hylaeus basalis,exact,1.0,,
"Hylaeus calvus (Metz, 1911)",hylaeus calvus,309178,hylaeus calvus,exact,1.0,,
Hylaeus conspicuus,hylaeus conspicuus,361477,hylaeus conspicuus,exact,1.0,,
"Hylaeus conspicuus (Metz, 1911)",hylaeus conspicuus,361477,hylaeus conspicuus,exact,1.0,,
"Hylaeus episcopalis (Cockerell, 1896)",hylaeus episcopalis,271747,hylaeus episcopalis,exact,1.0,,
Hylaeus leptocephalus,hylaeus leptocephalus,199050,hylaeus leptocephalus,exact,1.0,,
Hylaeus mesillae,hylaeus mesillae,199049,hylaeus mesillae,exact,1.0,,
"Hylaeus mesillae (Cockerell, 1896)",hylaeus mesillae,199049,hylaeus mesillae,exact,1.0,,
"Hylaeus mesillae cressonii Cockerell, 1907",hylaeus mesillae,199049,hylaeus mesillae,exact,1.0,,
"Hylaeus modestus Say, 1837",hylaeus modestus,199048,hylaeus modestus,exact,1.0,,
"Hylaeus rudbeckiae (Cockerell & Casad, 1895)",hylaeus rudbeckiae,221916,hylaeus rudbeckiae,exact,1.0,,
"Hylaeus verticalis (Cresson, 1869)",hylaeus verticalis,199046,hylaeus verticalis,exact,1.0,,
Laisoglossum lusorium,laisoglossum lusorium,453651,lasioglossum lusorium,gbif,0.89,VARIANT,
Lasioglossum  egregium,lasioglossum egregium,361492,lasioglossum egregium,exact,1.0,,
Lasioglossum aberrans,lasioglossum aberrans,308914,lasioglossum aberrans,exact,1.0,,
"Lasioglossum albohirtum (Crawford, 1907)",lasioglossum albohirtum,453635,lasioglossum albohirtum,exact,1.0,,
"Lasioglossum athabascense (Sandhouse, 1933)",lasioglossum athabascense,199109,lasioglossum athabascense,exact,1.0,,
"Lasioglossum comagenense (Knerer & Atwood, 1964)",lasioglossum comagenense,459081,lasioglossum comagenense,exact,1.0,,
Lasioglossum dashwoodi,lasioglossum dashwoodi,459085,lasioglossum dashwoodi,exact,1.0,,
"Lasioglossum egregium (Vachal, 1904)",lasioglossum egregium,361492,lasioglossum egregium,exact,1.0,,
"Lasioglossum glabriventre (Crawford, 1907)",lasioglossum glabriventre,1339028,lasioglossum glabriventre,exact,1.0,,
Lasioglossum hyalinum,lasioglossum hyalinum,459088,lasioglossum hyalinum,exact,1.0,,
Lasioglossum incompletum,lasioglossum incompletum,271464,lasioglossum incompletum,exact,1.0,,
Lasioglossum leucozonium,lasioglossum leucozonium,127754,lasioglossum leucozonium,exact,1.0,,
"Lasioglossum longicorne (Crawford, 1907)",lasioglossum longicorne,1339248,lasioglossum longicorne,exact,1.0,,
"Lasioglossum lusorium (Cresson, 1872)",lasioglossum lusorium,453651,lasioglossum lusorium,exact,1.0,,
"Lasioglossum marinense (Michener, 1936)",lasioglossum marinense,459089,lasioglossum marinense,exact,1.0,,
Lasioglossum nigroviride,lasioglossum nigroviride,199094,lasioglossum nigroviride,exact,1.0,,
Lasioglossum ovaliceps,lasioglossum ovaliceps,459106,lasioglossum ovaliceps,exact,1.0,,
"Lasioglossum ovaliceps (Cockerell, 1898)",lasioglossum ovaliceps,459106,lasioglossum ovaliceps,exact,1.0,,
"Lasioglossum pacatum (Sandhouse, 1924)",lasioglossum pacatum,1426354,lasioglossum pacatum,exact,1.0,,
Lasioglossum pacificum,lasioglossum pacificum,344901,lasioglossum pacificum,exact,1.0,,
"Lasioglossum pacificum (Cockerell, 1898)",lasioglossum pacificum,344901,lasioglossum pacificum,exact,1.0,,
"Lasioglossum pavonotum (Cockerell, 1925)",lasioglossum pavonotum,1453119,lasioglossum pavonotum,exact,1.0,,
"Lasioglossum perdifficile (Cockerell, 1895)",lasioglossum perdifficile,271469,lasioglossum perdifficile,exact,1.0,,
Lasioglossum prasinogaster,lasioglossum prasinogaster,459111,lasioglossum prasinogaster,exact,1.0,,
"Lasioglossum pruinosum (Robertson, 1892)",lasioglossum pruinosum,452968,lasioglossum pruinosum,exact,1.0,,
"Lasioglossum ruidosense (Cockerell, 1897)",lasioglossum ruidosense,271073,lasioglossum ruidosense,exact,1.0,,
Lasioglossum sandhousiellum,lasioglossum sandhousiellum,459100,lasioglossum sandhousiellum,exact,1.0,,
"Lasioglossum sisymbrii (Cockerell, 1895)",lasioglossum sisymbrii,222681,lasioglossum sisymbrii,exact,1.0,,
"Lasioglossum tenax (Sandhouse, 1924)",lasioglossum tenax,459121,lasioglossum tenax,exact,1.0,,
"Lasioglossum titusi (Crawford, 1902)",lasioglossum titusi,309077,lasioglossum titusi,exact,1.0,,
"Lasioglossum trizonatum (Cresson, 1874)",lasioglossum trizonatum,222684,lasioglossum trizonatum,exact,1.0,,
"Lasioglossum zephyrus (Smith, 1853)",lasioglossum zephyrus,905961,lasioglossum zephyrus,exact,1.0,,
Lasioglossum zonulum,lasioglossum zonulum,1453118,lasioglossum zonulum,exact,1.0,,
Megachile  melanophaea,megachile melanophaea,199132,megachile melanophaea,exact,1.0,,
Megachile  perihirta,megachile perihirta,224501,megachile perihirta,exact,1.0,,
"Megachile angelarum Cockerell, 1902",megachile angelarum,271430,megachile angelarum,exact,1.0,,
Megachile anograe,megachile anograe,459125,megachile anograe,exact,1.0,,
Megachile centuncularis,megachile centuncularis,124406,megachile centuncularis,exact,1.0,,
Megachile dentitarsus,megachile dentitarsus,459127,megachile dentitarsus,exact,1.0,,
"Megachile frigida Smith, 1853",megachile frigida,199136,megachile frigida,exact,1.0,,
Megachile gemula gemula,megachile gemula,199135,megachile gemula,exact,1.0,,
Megachile lapponica,megachile lapponica,459129,megachile lapponica,exact,1.0,,
Megachile melanophaea,megachile melanophaea,199132,megachile melanophaea,exact,1.0,,
Megachile melanophaea calogaster,megachile melanophaea,199132,megachile melanophaea,exact,1.0,,
Megachile mellitarsis,megachile mellitarsis,271777,megachile mellitarsis,exact,1.0,,
"Megachile mendica Cresson, 1878",megachile mendica,199131,megachile mendica,exact,1.0,,
Megachile montivaga,megachile montivaga,199130,megachile montivaga,exact,1.0,,
"Megachile montivaga Cresson, 1878",megachile montivaga,199130,megachile montivaga,exact,1.0,,
"Megachile nevadensis Cresson, 1879",megachile nevadensis,1030940,megachile nevadensis,exact,1.0,,
Megachile onobrychidis,megachile onobrychidis,459131,megachile onobrychidis,exact,1.0,,
"Megachile onobrychidis Cockerell, 1908",megachile onobrychidis,459131,megachile onobrychidis,exact,1.0,,
Megachile pascoensis,megachile pascoensis,361579,megachile pascoensis,exact,1.0,,
"Megachile perihirta Cockerell, 1898",megachile perihirta,224501,megachile perihirta,exact,1.0,,
"Megachile pugnata Say, 1837",megachile pugnata,198850,megachile pugnata,exact,1.0,,
Megachile relativa,megachile relativa,199129,megachile relativa,exact,1.0,,
"Megachile relativa Cresson, 1878",megachile relativa,199129,megachile relativa,exact,1.0,,
"Megachile subnigra Cresson, 1879",megachile subnigra,224502,megachile subnigra,exact,1.0,,
Megachile texana,megachile texana,199128,megachile texana,exact,1.0,,
"Megachile wheeleri Mitchell, 1927",megachile wheeleri,224503,megachile wheeleri,exact,1.0,,
Melecta separata callura,melecta separata,361455,melecta separata,exact,1.0,,
"Melecta separata Cresson, 1879",melecta separata,361455,melecta separata,exact,1.0,,
Melissodes agilis,melissodes agilis,52780,melissodes agilis,exact,1.0,,
"Melissodes communis alopex Cockerell, 1928",melissodes communis,224858,melissodes communis,exact,1.0,,
Melissodes lutulentus,melissodes lutulentus,747166,melissodes lutulentus,exact,1.0,,
"Melissodes menuachus Cresson, 1868",melissodes menuachus,224865,melissodes menuachus,exact,1.0,,
"Melissodes metenuus Cockerell, 1922",melissodes metenuus,747205,melissodes metenuus,exact,1.0,,
"Melissodes metenuus Cockerell, 1924",melissodes metenuus,747205,melissodes metenuus,exact,1.0,,
"Melissodes microstictus Cockerell, 1781",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1782",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1784",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1785",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1786",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1787",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1789",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1796",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1797",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1800",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1801",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1803",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1808",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1809",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1811",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1812",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1813",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1815",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1818",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1820",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1821",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1824",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1825",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1826",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1827",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1828",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1834",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1835",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1839",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1840",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1841",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1843",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1844",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1845",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1846",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1847",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1849",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1851",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1853",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1854",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1856",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1857",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1860",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1862",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1866",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1869",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1872",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1873",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1875",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1877",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1878",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1880",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1881",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1882",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1884",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1886",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1887",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1889",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1890",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1891",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1893",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1895",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1896",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1897",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1899",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1900",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1903",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1904",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1905",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
Melissodes paululus,melissodes paululus,747180,melissodes paululus,exact,1.0,,
Melissodes plumosus,melissodes plumosus,747124,melissodes plumosus,exact,1.0,,
"Melissodes rivalis Cresson, 1872",melissodes rivalis,224868,melissodes rivalis,exact,1.0,,
Melissodes robustior,melissodes robustior,534085,melissodes robustior,exact,1.0,,
"Melissodes robustior Cockerell, 1915",melissodes robustior,534085,melissodes robustior,exact,1.0,,
Melissodes saponellus,melissodes saponellus,459135,melissodes saponellus,exact,1.0,,
"Melissodes saponellus Cockerell, 1908",melissodes saponellus,459135,melissodes saponellus,exact,1.0,,
"Melissodes stearnsi Cockerell, 1905",melissodes stearnsi,361460,melissodes stearnsi,exact,1.0,,
Melissodes subagilis,melissodes subagilis,224869,melissodes subagilis,exact,1.0,,
Melissodes verbesinarum,melissodes verbesinarum,271505,melissodes verbesinarum,exact,1.0,,
Melissodes vernalis,melissodes vernalis,308912,melissodes vernalis,exact,1.0,,
Nomada articulata,nomada articulata,1426445,nomada articulata,exact,1.0,,
"Nomada articulata Smith, 1854",nomada articulata,1426445,nomada articulata,exact,1.0,,
Nomada citrina,nomada citrina,1030776,nomada citrina,exact,1.0,,
Nomada coquilletti,nomada coquilletti,1339326,nomada coquilletti,exact,1.0,,
"Nomada cressonii trevoriana Viereck, 1905",nomada cressonii,1426455,nomada cressonii,exact,1.0,,
"Nomada crotchii Cresson, 1878",nomada crotchii,1426446,nomada crotchii,exact,1.0,,
Nomada edwardsii vinnula,nomada edwardsii,1426379,nomada edwardsii,exact,1.0,,
Nomada flammigera,nomada flammigera,1339341,nomada flammigera,exact,1.0,,
"Nomada flammigera Cockerell, 1906",nomada flammigera,1339341,nomada flammigera,exact,1.0,,
"Nomada heiligbrodtii Cresson, 1878",nomada heiligbrodtii,1447845,nomada heiligbrodtii,exact,1.0,,
"Nomada hesperia Cockerell, 1903",nomada hesperia,1339352,nomada hesperia,exact,1.0,,
"Nomada jennei Cockerell, 1906",nomada jennei,1339358,nomada jennei,exact,1.0,,
Nomada lehighensis,nomada lehighensis,1426468,nomada lehighensis,exact,1.0,,
"Nomada malonina Cockerell, 1910",nomada malonina,1339373,nomada malonina,exact,1.0,,
"Nomada mutans Cockerell, 1910",nomada mutans,1426451,nomada mutans,exact,1.0,,
Nomada packardiella,nomada packardiella,1447822,nomada packardiella,exact,1.0,,
"Nomada packardiella Cockerell, 1906",nomada packardiella,1447822,nomada packardiella,exact,1.0,,
Nomada perbella,nomada perbella,459148,nomada perbella,exact,1.0,,
"Nomada semisuavis Cockerell, 1910",nomada semisuavis,1339433,nomada semisuavis,exact,1.0,,
"Nomada suavis Cresson, 1878",nomada suavis,1426470,nomada suavis,exact,1.0,,
"Nomada texana Cresson, 1872",nomada texana,1426471,nomada texana,exact,1.0,,
"Nomia melanderi Cockerell, 1906",nomia melanderi,57675,nomia melanderi,exact,1.0,,
