"canonical_name","native","nesting","sociality","foraging"
"heriades micheneri","","Wood","Solitary","Generalist"
"heriades micropthalma","","Wood","Solitary","Generalist"
"heriades occidentalis","","Wood","Solitary","Generalist"
"heriades paganensis","","Wood","Solitary","Generalist"
"heriades texanus","","Wood","Solitary","Generalist"
"heriades timberlakei","","Wood","Solitary","Generalist"
"heriades variolosus","native","Wood","Solitary","Generalist"
"hesperapis arenicola","","Wood","Solitary","Specialist"
"hesperapis arida","","Wood","Solitary","Specialist"
"hesperapis carinata","native","Wood","Solitary","Specialist"
"hesperapis elegantula","","Wood","Solitary","Specialist"
"hesperapis fuchsi","","Wood","Solitary","Specialist"
"hesperapis fulvipes","","Wood","Solitary","Specialist"
"hesperapis ilicifoliae","","Wood","Solitary","Specialist"
"hesperapis larreae","","Wood","Solitary","Specialist"
"hesperapis laticeps","","Wood","Solitary","Specialist"
"hesperapis leucura","","Wood","Solitary","Specialist"
"hesperapis macrocephala","","Ground","Solitary",""
"hesperapis nitidula","","Ground","Solitary","Specialist"
"hesperapis oliviae","","Ground","Solitary","Specialist"
"hesperapis oraria","native","Ground","Solitary","Specialist"
"hesperapis parva","","Ground","Solitary","Specialist"
"hesperapis pellucida","","Ground","Solitary","Specialist"
"hesperapis regularis","native","Ground","Solitary","Specialist"
"hesperapis rhodocerata","","Ground","Solitary","Specialist"
"hesperapis rodecki","","Ground","Solitary",""
"hesperapis rufipes","","Ground","Solitary","Specialist"
"hesperapis rufiventris","","Ground","Solitary","Specialist"
"hesperapis trochanterata","","Ground","Solitary","Specialist"
"hexepeolus rhodogyne","native","Host Nest","Parasitic",""
"holcopasites apacheorum","native","Host Nest","Parasitic","Specialist"
"holcopasites arizonicus","","Host Nest","Parasitic","Specialist"
"holcopasites bohartorum","","Host Nest","Parasitic",""
"holcopasites calliopsidis","native","Host Nest","Parasitic","Specialist"
"holcopasites cazieri","","Host Nest","Parasitic",""
"holcopasites eamia","","Host Nest","Parasitic","Specialist"
"holcopasites haematurus","native","Host Nest","Parasitic","Specialist"
"holcopasites heliopsis","native","Host Nest","Parasitic","Specialist"
"holcopasites illinoiensis","native","Host Nest","Parasitic","Specialist"
"holcopasites insoletus","","Host Nest","Parasitic","Specialist"
"holcopasites jerryrozeni","","Host Nest","Parasitic","Specialist"
"holcopasites linsleyi","","Host Nest","Parasitic",""
"holcopasites minimus","","Host Nest","Parasitic","Specialist"
"holcopasites pulchellus","native","Host Nest","Parasitic","Specialist"
"holcopasites rozeni","native","Host Nest","Parasitic","Specialist"
"holcopasites ruthae","","Host Nest","Parasitic","Specialist"
"holcopasites stevensi","native","Host Nest","Parasitic","Specialist"
"holcopasites tegularis","native","Host Nest","Parasitic","Specialist"
"hoplitis albifrons","native","Cavity","Solitary",""
"hoplitis anthocopoides","introduced","Multiple","Plastic",""
"hoplitis basingeri","","Cavity","Solitary",""
"hoplitis bidenticauda","","Cavity","Solitary",""
"hoplitis biscutellae","","Cavity","Solitary",""
"hoplitis boharti","","Cavity","Solitary",""
"hoplitis brachyodonta","","Cavity","Solitary",""
"hoplitis bullifacies","","Cavity","Solitary",""
"hoplitis bunocephala","","Cavity","Solitary",""
"hoplitis caudex","","Cavity","Solitary",""
"hoplitis colei","","Cavity","Solitary",""
"hoplitis cryptanthae","","Cavity","Solitary",""
"hoplitis deserticola","","Cavity","Solitary",""
"hoplitis elongaticeps","","Cavity","Solitary",""
"hoplitis emarginata","","Cavity","Solitary",""
"hoplitis evansi","","Cavity","Solitary",""
"hoplitis fulgida","native","Cavity","Solitary","Generalist"
"hoplitis fulva","","Cavity","Solitary",""
"hoplitis graeca","introduced","Cavity","Solitary","Specialist"
"hoplitis grinnelli","","Cavity","Solitary",""
"hoplitis hamulicornis","","Cavity","Solitary",""
"hoplitis howardi","","Cavity","Solitary",""
"hoplitis hypocrita","","Cavity","Solitary",""
"hoplitis idalia","","Cavity","Solitary",""
"hoplitis incanescens","","Cavity","Solitary",""
"hoplitis jacintana","","Cavity","Solitary",""
"hoplitis laevibullata","","Cavity","Solitary",""
"hoplitis linsdalei","","Cavity","Solitary",""
"hoplitis louisae","","Cavity","Solitary",""
"hoplitis mazzuccoi","","Cavity","Solitary",""
"hoplitis micheneri","","Cavity","Solitary",""
"hoplitis mojavensis","","Cavity","Solitary",""
"hoplitis nanula","","Cavity","Solitary",""
"hoplitis nigrella","","Cavity","Solitary",""
"hoplitis orthognatha","","Cavity","Solitary",""
"hoplitis paiute","","Cavity","Solitary",""
"hoplitis palmarum","","Cavity","Solitary",""
"hoplitis paroselae","","Cavity","Solitary",""
"hoplitis pici","","Cavity","Solitary",""
"hoplitis pilosifrons","native","Cavity","Solitary","Generalist"
"hoplitis plagiostoma","","Cavity","Solitary",""
"hoplitis princeps","","Cavity","Solitary",""
"hoplitis producta","native","Cavity","Solitary","Generalist"
"hoplitis pygmaea","","Cavity","Solitary",""
"hoplitis ravouxi","introduced","Cavity","Solitary","Generalist"
"hoplitis reducta","","Cavity","Solitary",""
"hoplitis remotula","","Cavity","Solitary",""
"hoplitis robusta","","Cavity","Solitary",""
"hoplitis samarkanda","","Cavity","Solitary",""
"hoplitis sambuci","","Cavity","Solitary","Generalist"
"hoplitis seminigra","","Cavity","Solitary",""
"hoplitis semirubra","","Cavity","Solitary",""
"hoplitis shoshone","","Cavity","Solitary",""
"hoplitis similis","","Cavity","Solitary",""
"hoplitis simplex","native","Cavity","Solitary","Generalist"
"hoplitis spoliata","native","Cavity","Solitary",""
"hoplitis torchioi","","Cavity","Solitary",""
"hoplitis tristis","","Cavity","Solitary",""
"hoplitis truicauda","","Cavity","Solitary",""
"hoplitis truncata","native","Cavity","Solitary","Generalist"
"hoplitis uvulalis","","Cavity","Solitary",""
"hoplitis viridimicans","","Cavity","Solitary",""
"hoplitis xerophila","","Cavity","Solitary",""
"hoplitis zuni","","Cavity","Solitary",""
"hoplostelis bivittata","","","",""
"hylaeus aenigmus","","","Solitary",""
"hylaeus affinis","native","Multiple","Solitary","Generalist"
"hylaeus akoko","native","","Solitary",""
"hylaeus albonitens","introduced","","Solitary",""
"hylaeus andrenoides","native","","Solitary",""
"hylaeus angustulus","native","","Solitary",""
"hylaeus annulatus","native","Multiple","Solitary","Generalist"
"hylaeus anomalus","native","Multiple","Solitary",""
"hylaeus anthracinus","native","Multiple","Solitary",""
"hylaeus asininus","","Multiple","Solitary",""
"hylaeus assimulans","native","Ground","Solitary",""
"hylaeus basalis","native","Multiple","Solitary","Generalist"
"hylaeus calvus","native","Multiple","Solitary","Generalist"
"hylaeus chlorostictus","native","","Solitary",""
"hylaeus coloradensis","","Multiple","Solitary",""
"hylaeus confluens","native","Multiple","Solitary",""
"hylaeus coniceps","native","Multiple","Solitary",""
"hylaeus connectens","native","Multiple","Solitary",""
"hylaeus conspicuus","","Multiple","Solitary",""
"hylaeus cookii","","Multiple","Solitary",""
"hylaeus crabronoides","native","","Solitary",""
"hylaeus crassanus","introduced","Multiple","Solitary",""
"hylaeus difficilis","native","Ground","Solitary",""
"hylaeus dimidiatus","native","Wood","Solitary",""
"hylaeus dumetorum","native","Multiple","Solitary",""
"hylaeus episcopalis","native","Multiple","Solitary","Generalist"
"hylaeus facilis","native","Ground","Solitary",""
"hylaeus fedorica","native","Multiple","Solitary",""
"hylaeus filicum","native","","Solitary",""
"hylaeus finitimus","native","Ground","Solitary",""
"hylaeus flammipes","native","Cavity","Solitary","Generalist"
"hylaeus flavifrons","native","Stem","Solitary",""
"hylaeus flavipes","native","Ground","Solitary",""
"hylaeus floridanus","native","Multiple","Solitary",""
"hylaeus formosus","native","Multiple","Solitary",""
"hylaeus fuscipennis","native","","Solitary",""
"hylaeus gaigei","","Multiple","Solitary",""
"hylaeus georgicus","native","Multiple","Solitary",""
"hylaeus gliddenae","native","Multiple","Solitary",""
"hylaeus globuliferus","","Multiple","Solitary",""
"hylaeus graenicheri","native","Multiple","Solitary",""
"hylaeus granulatus","native","Multiple","Solitary",""
"hylaeus guamensis","","","Solitary",""
"hylaeus haleakalae","native","","Solitary",""
"hylaeus hellenicus","introduced","Multiple","Solitary",""
"hylaeus hilaris","native","","Parasitic",""
"hylaeus hirsutulus","native","","Solitary",""
"hylaeus hostilis","native","","Parasitic",""
"hylaeus hula","native","Wood","Solitary",""
"hylaeus hurdi","","Multiple","Solitary",""
"hylaeus hyalinatus","introduced","Multiple","Solitary",""
"hylaeus iheringi","","Multiple","Solitary",""
"hylaeus illinoisensis","native","Multiple","Solitary",""
"hylaeus inquilina","native","","Parasitic",""
"hylaeus insolitus","","Multiple","Solitary",""
"hylaeus kauaiensis","native","","Solitary",""
"hylaeus kokeensis","native","","Solitary",""
"hylaeus kona","native","Wood","Solitary",""
"hylaeus kuakea","native","","Solitary",""
"hylaeus kukui","native","","Solitary",""
"hylaeus labiatifrons","","","Solitary",""
"hylaeus laetus","native","Multiple","Solitary",""
"hylaeus leptocephalus","introduced","Multiple","Solitary",""
"hylaeus leviceps","","Multiple","Solitary",""
"hylaeus longiceps","native","Ground","Solitary",""
"hylaeus lunicraterius","native","Multiple","Solitary","Generalist"
"hylaeus mana","native","Wood","Solitary","Specialist"
"hylaeus maritimus","native","Multiple","Solitary",""
"hylaeus mauiensis","native","Wood","Solitary",""
"hylaeus megalotis","","Multiple","Solitary",""
"hylaeus melanothrix","native","Wood","Solitary",""
"hylaeus mesillae","native","Multiple","Solitary","Generalist"
"hylaeus mimicus","native","","Solitary",""
"hylaeus modestus","native","Multiple","Solitary","Generalist"
"hylaeus muranus","native","","Solitary",""
"hylaeus mutatus","native","","Solitary",""
"hylaeus nalo","native","","Solitary",""
"hylaeus nelumbonis","native","Multiple","Solitary",""
"hylaeus nevadensis","native","Multiple","Solitary",""
"hylaeus niloticus","native","Ground","Solitary",""
"hylaeus nivicola","native","Multiple","Solitary",""
"hylaeus nunenmacheri","native","Multiple","Solitary",""
"hylaeus ombrias","native","Ground","Solitary",""
"hylaeus ornatus","native","Multiple","Solitary",""
"hylaeus panamensis","","","Solitary",""
"hylaeus paradoxicus","native","Wood","Solitary",""
"hylaeus pele","native","","Solitary",""
"hylaeus perkinsianus","native","","Solitary",""
"hylaeus personatellus","","Multiple","Solitary",""
"hylaeus perspicuus","native","","Solitary",""
"hylaeus pictipes","introduced","Stem","Solitary","Generalist"
"hylaeus polifolii","native","Multiple","Solitary","Generalist"
"hylaeus psammobius","native","Cavity","Solitary",""
"hylaeus pubescens","native","Multiple","Solitary",""
"hylaeus punctatus","introduced","Multiple","Solitary","Generalist"
"hylaeus rudbeckiae","native","Multiple","Solitary","Generalist"
"hylaeus rugulosus","native","Multiple","Solitary",""
"hylaeus saniculae","native","Multiple","Solitary",""
"hylaeus satelles","native","Wood","Solitary",""
"hylaeus schwarzii","native","Multiple","Solitary",""
"hylaeus seclusus","","","Solitary",""
"hylaeus sejunctus","","Multiple","Solitary",""
"hylaeus setosifrons","native","Multiple","Solitary",""
"hylaeus simplex","native","Ground","Solitary",""
"hylaeus solaris","native","Ground","Solitary",""
"hylaeus sonorensis","","Multiple","Solitary",""
"hylaeus sparsus","native","Multiple","Solitary",""
"hylaeus specularis","native","","Solitary",""
"hylaeus sphecodoides","native","","Parasitic",""
"hylaeus strenuus","introduced","Wood","Solitary",""
"hylaeus suffusus","","","Solitary",""
"hylaeus takumiae","","Multiple","Solitary",""
"hylaeus timberlakei","","Multiple","Solitary",""
"hylaeus transvittatus","","Multiple","Solitary",""
"hylaeus tuertonis","","Multiple","Solitary",""
"hylaeus unicus","native","Multiple","Solitary",""
"hylaeus verticalis","native","Multiple","Solitary",""
"hylaeus volatilis","native","Multiple","Parasitic",""
"hylaeus volcanicus","native","Multiple","Solitary",""
"hylaeus volusiensis","native","Multiple","Solitary",""
"hylaeus wootoni","","Multiple","Solitary",""
"hypanthidioides panamensis","","","",""
"hypanthidium fabricianum","","","",""
"lasioglossum abanci","native","Ground","",""
"lasioglossum aberrans","native","Ground","",""
"lasioglossum absimile","","Ground","",""
"lasioglossum absurdiceps","","Ground","",""
"lasioglossum acarophilum","","Ground","",""
"lasioglossum achilleae","","Ground","Eusocial",""
"lasioglossum actinosum","","Ground","",""
"lasioglossum actuarium","","Ground","",""
"lasioglossum acuminatum","native","Ground","Solitary","Generalist"
"lasioglossum admirandum","native","Ground","Eusocial","Generalist"
"lasioglossum alachuense","native","Ground","",""
"lasioglossum albipenne","native","Ground","","Generalist"
"lasioglossum albohirtum","native","Ground","",""
"lasioglossum albuquerquense","","Ground","",""
"lasioglossum aliud","","Ground","",""
"lasioglossum allonotum","","Ground","",""
"lasioglossum amicum","","Ground","Eusocial",""
"lasioglossum angustius","","Ground","",""
"lasioglossum anhypops","","Ground","",""
"lasioglossum anomalum","native","Ground","Eusocial","Generalist"
"lasioglossum apertum","","Ground","Eusocial",""
"lasioglossum apocyni","native","Ground","",""
"lasioglossum apopkense","","Ground","",""
"lasioglossum aquilae","","Ground","",""
"lasioglossum arcanum","","Ground","",""
"lasioglossum argemonis","","Ground","",""
"lasioglossum arizonense","","Ground","",""
"lasioglossum aspilurum","","Ground","",""
"lasioglossum asteris","","Ground","",""
"lasioglossum athabascense","native","Ground","",""
"lasioglossum atlanticum","native","Ground","Eusocial","Generalist"
"lasioglossum avalonense","","Ground","",""
"lasioglossum bardum","","Ground","",""
"lasioglossum bernardinense","","Ground","",""
"lasioglossum birkmanni","","Ground","",""
"lasioglossum boreale","introduced","Ground","","Generalist"
"lasioglossum bruneri","native","Ground","Eusocial","Generalist"
"lasioglossum brunneiventre","native","Ground","",""
"lasioglossum busckiellum","","Ground","",""
"lasioglossum cabrilli","","Ground","",""
"lasioglossum caducum","","Ground","",""
"lasioglossum californiae","","Ground","",""
"lasioglossum callidum","native","Ground","",""
"lasioglossum cattellae","native","Ground","Eusocial","Generalist"
