"canonical_name","native","nesting","sociality","foraging"
"calliopsis subalpina","native","Ground","Solitary","Generalist"
"calliopsis syphar","","Ground","Solitary",""
"calliopsis teucrii","","Ground","Solitary",""
"calliopsis timberlakei","","Ground","Solitary",""
"calliopsis trifolii","","Ground","Solitary",""
"calliopsis verbenae","","Ground","Solitary",""
"calliopsis xenus","","Ground","Solitary",""
"calliopsis zebrata","","Ground","Solitary",""
"calliopsis zonalis","native","Ground","Solitary","Specialist"
"caupolicana electa","native","Ground","Solitary",""
"caupolicana floridana","native","Ground","Solitary",""
"caupolicana ocellata","","Ground","Solitary",""
"caupolicana yarrowi","native","Ground","Solitary","Generalist"
"cemolobus ipomoeae","native","Ground","","Specialist"
"centris adani","","Ground","Solitary",""
"centris aethyctera","","Ground","Solitary",""
"centris analis","","Ground","Solitary",""
"centris angustifrons","","Ground","Solitary",""
"centris aterrima","","Ground","Solitary",""
"centris atripes","","Ground","Solitary",""
"centris caesalpiniae","","Ground","Solitary",""
"centris californica","","Ground","Solitary","Specialist"
"centris cockerelli","","Ground","Solitary",""
"centris decolorata","","Ground","Solitary",""
"centris dimidiata","","Ground","Solitary",""
"centris eisenii","introduced","Ground","Solitary",""
"centris errans","native","Ground","Solitary",""
"centris flavofasciata","","Ground","Solitary",""
"centris fluviatilis","","Ground","Solitary",""
"centris haemorrhoidalis","","Ground","Solitary",""
"centris hoffmanseggiae","native","Ground","Solitary",""
"centris lanipes","","Cavity","Solitary",""
"centris lanosa","native","Ground","Solitary",""
"centris mexicana","native","Ground","Solitary",""
"centris mourei","","Ground","Solitary",""
"centris nigrocaerulea","","Ground","Solitary",""
"centris nitida","introduced","Wood","Solitary","Specialist"
"centris pallida","native","Ground","Solitary",""
"centris rhodomelas","","Ground","Solitary",""
"centris rhodopus","","Ground","Solitary",""
"centris tiburonensis","","Ground","Solitary",""
"centris transversa","","Multiple","Solitary",""
"centris varia","","Ground","Solitary",""
"centris versicolor","","Ground","Solitary",""
"centris zacateca","","Ground","Solitary",""
"ceratina acantha","native","Wood","Subsocial","Generalist"
"ceratina apacheorum","native","Wood","Subsocial","Generalist"
"ceratina arizoniensis","native","Wood","Subsocial","Generalist"
"ceratina calcarata","native","Wood","Subsocial","Generalist"
"ceratina citriphila","","Wood","Subsocial","Generalist"
"ceratina cobaltina","introduced","Wood","Subsocial","Generalist"
"ceratina cockerelli","native","Wood","Subsocial","Generalist"
"ceratina dallatorreana","introduced","Wood","Subsocial","Generalist"
"ceratina dentipes","introduced","Wood","Subsocial",""
"ceratina diodonta","native","Wood","Subsocial","Generalist"
"ceratina dupla","native","Wood","Subsocial","Generalist"
"ceratina hurdi","native","Wood","Subsocial","Generalist"
"ceratina melanoptera","native","Wood","Subsocial","Generalist"
"ceratina micheneri","","Wood","Subsocial","Generalist"
"ceratina minuta","","Wood","Subsocial","Generalist"
"ceratina nanula","native","Wood","Subsocial","Generalist"
"ceratina nautlana","","Wood","Subsocial","Generalist"
"ceratina neomexicana","native","Wood","Subsocial","Generalist"
"ceratina pacifica","native","Wood","Subsocial","Generalist"
"ceratina punctigena","native","Wood","Subsocial","Generalist"
"ceratina rufipes","","Wood","Subsocial",""
"ceratina sequoiae","native","Wood","Subsocial","Specialist"
"ceratina shinnersi","","Wood","Subsocial","Generalist"
"ceratina smaragdula","introduced","Wood","Subsocial","Generalist"
"ceratina strenua","native","Wood","Subsocial","Generalist"
"ceratina tejonensis","native","Wood","Subsocial","Generalist"
"ceratina texana","","Wood","Subsocial","Generalist"
"ceratina tibialis","","Wood","Subsocial","Generalist"
"ceratina timberlakei","native","Wood","Subsocial","Generalist"
"chelostoma bernardinum","","Wood","Solitary","Specialist"
"chelostoma californicum","native","Wood","Solitary","Specialist"
"chelostoma campanularum","introduced","Wood","Solitary","Specialist"
"chelostoma cockerelli","","Wood","Solitary","Specialist"
"chelostoma incisulum","","Wood","Solitary","Specialist"
"chelostoma marginatum","","Wood","Solitary","Specialist"
"chelostoma minutum","","Wood","Solitary","Generalist"
"chelostoma phaceliae","","Wood","Solitary","Specialist"
"chelostoma philadelphi","native","Wood","Solitary","Specialist"
"chelostoma rapunculi","introduced","Wood","Solitary","Specialist"
"chelostoma tetramerum","","Wood","Solitary","Specialist"
"coelioxys abdominalis","","Host Nest","Parasitic",""
"coelioxys alternata","native","Host Nest","Parasitic","Specialist"
"coelioxys apacheorum","","Host Nest","Parasitic",""
"coelioxys aperta","","Host Nest","Parasitic",""
"coelioxys artemis","","Host Nest","Parasitic",""
"coelioxys asclepiadis","","Host Nest","Parasitic",""
"coelioxys banksi","native","Host Nest","Parasitic",""
"coelioxys bisoncornua","native","Host Nest","Parasitic",""
"coelioxys boharti","","Host Nest","Parasitic",""
"coelioxys brevis","","Host Nest","Parasitic",""
"coelioxys calabarensis","","Host Nest","Parasitic",""
"coelioxys coturnix","introduced","Host Nest","Parasitic",""
"coelioxys deani","","Host Nest","Parasitic",""
"coelioxys digitata","","Host Nest","Parasitic",""
"coelioxys dolichos","native","Host Nest","Parasitic",""
"coelioxys edentata","","Host Nest","Parasitic",""
"coelioxys edita","native","Host Nest","Parasitic",""
"coelioxys erysimi","","Host Nest","Parasitic",""
"coelioxys floridana","native","Host Nest","Parasitic",""
"coelioxys funeraria","native","Host Nest","Parasitic",""
"coelioxys galactiae","native","Host Nest","Parasitic",""
"coelioxys germana","native","Host Nest","Parasitic",""
"coelioxys gilensis","","Host Nest","Parasitic",""
"coelioxys gonaspis","","Host Nest","Parasitic",""
"coelioxys grindeliae","","Host Nest","Parasitic",""
"coelioxys hirsutissima","native","Host Nest","Parasitic",""
"coelioxys hunteri","native","Host Nest","Parasitic",""
"coelioxys immaculata","native","Host Nest","Parasitic",""
"coelioxys insita","","Host Nest","Parasitic",""
"coelioxys liberalis","","Host Nest","Parasitic",""
"coelioxys menthae","","Host Nest","Parasitic",""
"coelioxys mesae","","Host Nest","Parasitic",""
"coelioxys mexicana","native","Host Nest","Parasitic",""
"coelioxys mitchelli","native","Host Nest","Parasitic",""
"coelioxys modesta","native","Host Nest","Parasitic","Generalist"
"coelioxys moesta","native","Host Nest","Parasitic",""
"coelioxys nodis","","Host Nest","Parasitic",""
"coelioxys novomexicana","","Host Nest","Parasitic",""
"coelioxys obtusiventris","","Host Nest","Parasitic",""
"coelioxys octodentata","native","Host Nest","Parasitic",""
"coelioxys piercei","","Host Nest","Parasitic",""
"coelioxys porterae","native","Host Nest","Parasitic","Generalist"
"coelioxys pratti","","Host Nest","Parasitic",""
"coelioxys rufescens","introduced","Host Nest","Parasitic",""
"coelioxys rufitarsis","native","Host Nest","Parasitic",""
"coelioxys ruizi","","Host Nest","Parasitic",""
"coelioxys salinaria","","Host Nest","Parasitic",""
"coelioxys sanguinicollis","","Host Nest","Parasitic",""
"coelioxys sannicolarensis","","Host Nest","Parasitic",""
"coelioxys sayi","native","Host Nest","Parasitic","Generalist"
"coelioxys scitula","","Host Nest","Parasitic",""
"coelioxys serricaudata","","Host Nest","Parasitic",""
"coelioxys slossoni","native","Host Nest","Parasitic",""
"coelioxys sodalis","","Host Nest","Parasitic",""
"coelioxys soledadensis","native","Host Nest","Parasitic",""
"coelioxys texana","native","Host Nest","Parasitic",""
"coelioxys tiburonensis","","Host Nest","Parasitic",""
"colletes aberrans","native","Ground","Solitary",""
"colletes aestivalis","native","Ground","Solitary","Specialist"
"colletes albescens","native","Ground","Solitary",""
"colletes algarobiae","","Ground","Solitary",""
"colletes alini","","Ground","Solitary",""
"colletes americanus","native","Ground","Solitary","Specialist"
"colletes andrewsi","","Ground","Solitary",""
"colletes angelicus","","Ground","Solitary",""
"colletes annae","","Ground","Solitary",""
"colletes aridus","","Ground","Solitary",""
"colletes arizonensis","","Ground","Solitary",""
"colletes banksi","native","Ground","Solitary",""
"colletes beamerorum","","Ground","Solitary",""
"colletes birkmanni","","Ground","Solitary",""
"colletes bradleyi","","Ground","Solitary",""
"colletes brevicornis","native","Ground","Solitary",""
"colletes brimleyi","","Ground","Solitary",""
"colletes bryanti","native","Ground","Solitary","Generalist"
"colletes bulbotibialis","","Ground","Solitary",""
"colletes bumeliae","","Ground","Solitary",""
"colletes californicus","","Ground","Solitary",""
"colletes cercidii","","Ground","Solitary",""
"colletes chamaesarachae","","Ground","Solitary",""
"colletes ciliatoides","","Ground","Solitary",""
"colletes ciliatus","native","Ground","Solitary",""
"colletes clypeonitens","","Ground","Solitary",""
"colletes compactus","native","Ground","Solitary","Specialist"
"colletes consors","","Ground","Solitary",""
"colletes covilleae","","Ground","Solitary",""
"colletes creticus","introduced","Ground","Solitary","Generalist"
"colletes daleae","","Ground","Solitary",""
"colletes delodontus","","Ground","Solitary",""
"colletes deserticola","","Ground","Solitary",""
"colletes distinctus","native","Ground","Solitary",""
"colletes eulophi","","Ground","Solitary",""
"colletes fulgidus","","Ground","Solitary","Generalist"
"colletes genalis","","Ground","Solitary",""
"colletes gilensis","","Ground","Solitary",""
"colletes gypsicolens","","Ground","Solitary",""
"colletes howardi","native","Ground","Solitary",""
"colletes hyalinus","native","Ground","Solitary",""
"colletes impunctatus","native","Ground","Solitary",""
"colletes inaequalis","native","Ground","Solitary","Generalist"
"colletes intermixus","","Ground","Solitary",""
"colletes inuncantipedis","","Ground","Solitary",""
"colletes kansensis","","Ground","Solitary",""
"colletes kincaidii","native","Ground","Solitary",""
"colletes larreae","","Ground","Solitary",""
"colletes laticinctus","","Ground","Solitary",""
"colletes latitarsis","","Ground","Solitary","Specialist"
"colletes lineatus","","Ground","Solitary",""
"colletes linsleyi","","Ground","Solitary","Specialist"
"colletes longifacies","","Ground","Solitary",""
"colletes louisae","","Ground","Solitary",""
"colletes lucasi","","Ground","Solitary",""
"colletes lutzi","","Ground","Solitary",""
"colletes mandibularis","native","Ground","Solitary",""
"colletes mastochila","","Ground","Solitary",""
"colletes metzi","","Ground","Solitary",""
"colletes micheneri","","Ground","Solitary",""
"colletes mitchelli","","Ground","Solitary",""
"colletes nigrifrons","","Ground","Solitary","Generalist"
"colletes nitescens","","Ground","Solitary",""
"colletes nudus","native","Ground","Solitary",""
"colletes ochraceus","","Ground","Solitary",""
"colletes ottomanus","","Ground","Solitary",""
"colletes paniscus","","Ground","Solitary",""
"colletes perileucus","","Ground","Solitary",""
"colletes petalostemonis","","Ground","Solitary",""
"colletes phaceliae","native","Ground","Solitary","Generalist"
"colletes platycnema","","Ground","Solitary",""
"colletes productus","native","Ground","Solitary",""
"colletes prosopidis","","Ground","Solitary",""
"colletes punctipennis","","Ground","Solitary",""
"colletes robertsonii","native","Ground","Solitary",""
"colletes rubicola","","Ground","Solitary",""
"colletes rudis","","Ground","Solitary",""
"colletes rufocinctus","","Ground","Solitary","Specialist"
"colletes salicicola","","Ground","Solitary",""
"colletes saritensis","","Ground","Solitary",""
"colletes scopiventer","","Ground","Solitary",""
"colletes simulans","native","Ground","Solitary","Generalist"
"colletes skinneri","","Ground","Solitary",""
"colletes slevini","native","Ground","Solitary","Generalist"
"colletes solidaginis","native","Ground","Solitary",""
"colletes solitarius","","Ground","Solitary",""
"colletes speculiferus","","Ground","Solitary",""
"colletes sphaeralcea","","Ground","Solitary",""
"colletes spilopterus","","Ground","Solitary",""
"colletes stepheni","","Ground","Solitary","Specialist"
"colletes susannae","native","Ground","Solitary","Specialist"
"colletes swenki","","Ground","Solitary",""
"colletes tectiventris","","Ground","Solitary",""
"colletes texanus","","Ground","Solitary",""
"colletes thoracicus","native","Ground","Solitary","Generalist"
"colletes thysanellae","","Ground","Solitary",""
"colletes timberlakei","","Ground","Solitary",""
"colletes titusensis","native","Ground","Solitary",""
"colletes trigonatus","","Ground","Solitary",""
"colletes turgiventris","","Ground","Solitary",""
"colletes validus","native","Ground","Solitary","Generalist"
"colletes vandykei","","Ground","Solitary",""
"colletes wickhami","","Ground","Solitary",""
"colletes willistoni","native","Ground","Solitary",""
"colletes wilmattae","native","Ground","Solitary",""
"colletes wootoni","","Ground","Solitary",""
"colletes xerophilus","","Ground","Solitary",""
"conanthalictus bakeri","","Ground","Communal","Specialist"
"conanthalictus caerulescens","","Ground","Communal","Specialist"
"conanthalictus cockerelli","","Ground","Communal","Specialist"
"conanthalictus conanthi","","Ground","Communal","Specialist"
"conanthalictus cotullensis","","Ground","Communal","Specialist"
"conanthalictus deserticola","","Ground","Communal","Specialist"
"conanthalictus macrops","","Ground","Communal","Specialist"
"conanthalictus mentzeliae","","Ground","Communal","Specialist"
"conanthalictus minor","","Ground","Communal","Specialist"
"conanthalictus namatophilus","","Ground","Communal","Specialist"
"conanthalictus nigricans","","Ground","Communal","Specialist"
"conanthalictus seminiger","","Ground","Communal","Specialist"
"conanthalictus wilmattae","","Ground","Communal","Specialist"
"diadasia afflicta","","Ground","Solitary","Specialist"
"diadasia afflictula","","Ground","Solitary",""
"diadasia angusticeps","","Ground","Solitary",""
"diadasia australis","","Ground","Solitary",""
"diadasia bituberculata","native","Ground","Solitary",""
"diadasia consociata","","Ground","Solitary",""
"diadasia diminuta","","Ground","Solitary",""
"diadasia enavata","native","Ground","Solitary","Specialist"
"diadasia friesei","","Ground","Solitary",""
"diadasia laticauda","","Ground","Solitary",""
"diadasia lutzi","","Ground","Solitary",""
"diadasia martialis","","Ground","Solitary",""
"diadasia megamorpha","","Ground","Solitary",""
"diadasia nigrifrons","","Ground","Solitary",""
"diadasia nitidifrons","","Ground","Solitary",""
"diadasia ochracea","","Ground","Solitary",""
"diadasia olivacea","","Ground","Solitary",""
"diadasia opuntiae","","Ground","Solitary",""
"diadasia palmarum","","Ground","Solitary",""
"diadasia piercei","","Ground","Solitary",""
"diadasia rinconis","native","Ground","Solitary",""
"diadasia sphaeralcearum","","Ground","Solitary",""
"diadasia tropicalis","","Ground","Solitary",""
"diadasia tuberculifrons","","Ground","Solitary",""
"diadasia vallicola","","Ground","Solitary",""
"dianthidium arizonicum","native","Cavity","Solitary",""
"dianthidium concinnum","","Cavity","Solitary",""
"dianthidium cressonii","","Cavity","Solitary",""
"dianthidium curvatum","native","Cavity","Solitary","Specialist"
"dianthidium desertorum","","Cavity","Solitary",""
"dianthidium discors","","Cavity","Solitary",""
"dianthidium dubium","","Cavity","Solitary","Generalist"
"dianthidium floridiense","native","Cavity","Solitary",""
"dianthidium heterulkei","","Cavity","Solitary",""
"dianthidium implicatum","native","Cavity","Solitary",""
"dianthidium macrurum","","Cavity","Solitary",""
"dianthidium marshi","","Cavity","Solitary",""
"dianthidium parkeri","","Cavity","Solitary",""
"dianthidium parvum","native","Cavity","Solitary",""
"dianthidium platyurum","native","Cavity","Solitary",""
"dianthidium plenum","native","Cavity","Solitary",""
"dianthidium pudicum","native","Cavity","Solitary",""
"dianthidium simile","native","Cavity","Solitary","Generalist"
"dianthidium singulare","native","Cavity","Solitary",""
"dianthidium subparvum","native","Cavity","Solitary",""
"dianthidium subrufulum","","Cavity","Solitary",""
"dianthidium texanum","","Cavity","Solitary",""
"dianthidium ulkei","native","Cavity","Solitary","Generalist"
"dieunomia apacha","","Ground","Solitary","Specialist"
"dieunomia boharti","","Ground","Solitary","Specialist"
"dieunomia bolliana","","Ground","Solitary","Specialist"
"dieunomia heteropoda","native","Ground","Solitary","Specialist"
"dieunomia mesillae","","Ground","Solitary","Specialist"
"dieunomia micheneri","","Ground","Solitary","Specialist"
"dieunomia nevadensis","","Ground","Solitary","Specialist"
"dieunomia triangulifera","","Ground","Solitary","Specialist"
"dieunomia xerophila","","Ground","Solitary","Specialist"
"dioxys aurifusca","","Host Nest","Parasitic",""
"dioxys pomonae","","Host Nest","Parasitic",""
"dioxys producta","","Host Nest","Parasitic",""
"dioxys rohweri","","Host Nest","Parasitic",""
"dufourea afasciata","","Ground","Solitary","Specialist"
"dufourea australis","","Ground","Solitary","Specialist"
"dufourea bernardina","","Ground","Solitary","Specialist"
"dufourea bifida","","Ground","Solitary","Specialist"
"dufourea boharti","","Ground","Solitary","Specialist"
"dufourea boregoensis","","Ground","Solitary","Specialist"
"dufourea brevicornis","","Ground","Solitary","Specialist"
"dufourea calientensis","","Ground","Solitary","Specialist"
"dufourea californica","","Ground","Solitary","Specialist"
"dufourea calochorti","","Ground","Solitary","Specialist"
"dufourea campanulae","","Ground","Solitary","Specialist"
"dufourea contarovici","","Ground","Solitary","Specialist"
"dufourea convergens","","Ground","Solitary",""
"dufourea crassipes","","Ground","Solitary",""
"dufourea cuprea","","Ground","Solitary","Specialist"
"dufourea davidsoni","","Ground","Solitary","Specialist"
"dufourea dentipes","","Ground","Solitary","Specialist"
"dufourea desertorum","","Ground","Solitary","Specialist"
"dufourea dilatipes","","Ground","Solitary","Specialist"
"dufourea echinocacti","native","Ground","Solitary","Specialist"
"dufourea fallugiae","","Ground","Solitary","Specialist"
"dufourea femorata","","Ground","Solitary","Specialist"
"dufourea fimbriata","","Ground","Solitary","Specialist"
"dufourea gilia","","Ground","Solitary","Specialist"
"dufourea holocyanea","","Ground","Solitary","Specialist"
"dufourea impunctata","","Ground","Solitary","Specialist"
"dufourea latifrons","","Ground","Solitary","Specialist"
"dufourea leachi","","Ground","Solitary","Specialist"
"dufourea linanthi","","Ground","Solitary","Specialist"
"dufourea longiceps","","Ground","Solitary","Specialist"
"dufourea macswaini","","Ground","Solitary","Specialist"
"dufourea malacothricis","","Ground","Solitary","Specialist"
"dufourea marginata","native","Ground","Solitary","Generalist"
"dufourea maura","native","Ground","Solitary","Specialist"
"dufourea moldenkei","","Ground","Solitary","Specialist"
"dufourea monardae","native","Ground","Solitary","Specialist"
"dufourea mulleri","","Ground","Solitary","Specialist"
"dufourea nemophilae","","Ground","Solitary","Specialist"
"dufourea neocalifornica","","Ground","Solitary","Specialist"
"dufourea neovernalis","","Ground","Solitary","Specialist"
"dufourea novaeangliae","native","Ground","Solitary","Specialist"
"dufourea nudicornis","","Ground","Solitary","Specialist"
"dufourea oenotherae","","Ground","Solitary","Specialist"
"dufourea orovada","","Ground","Solitary","Specialist"
"dufourea oryx","","Ground","Solitary",""
"dufourea pectinipes","","Ground","Solitary","Specialist"
"dufourea pulchricornis","","Ground","Solitary","Specialist"
"dufourea rhamni","","Ground","Solitary","Specialist"
"dufourea sandhouseae","","Ground","Solitary","Specialist"
"dufourea saundersi","","Ground","Solitary","Specialist"
"dufourea scabricornis","","Ground","Solitary","Specialist"
"dufourea scintilla","","Ground","Solitary","Specialist"
"dufourea snellingi","","Ground","Solitary","Specialist"
"dufourea sparsipunctata","","Ground","Solitary","Specialist"
"dufourea spilura","","Ground","Solitary","Specialist"
"dufourea spinifera","","Ground","Solitary","Specialist"
"dufourea stagei","","Ground","Solitary","Specialist"
"dufourea subdavidsoni","","Ground","Solitary","Specialist"
"dufourea tarsata","","Ground","Solitary","Specialist"
"dufourea timberlakei","","Ground","Solitary",""
"dufourea tinsleyi","","Ground","Solitary","Specialist"
"dufourea trochantera","","Ground","Solitary","Specialist"
"dufourea truncata","","Ground","Solitary","Specialist"
"dufourea tularensis","","Ground","Solitary","Specialist"
"dufourea tuolumne","","Ground","Solitary","Specialist"
"dufourea vanduzeei","","Ground","Solitary","Specialist"
"dufourea vandykei","","Ground","Solitary","Specialist"
"dufourea vernalis","","Ground","Solitary","Specialist"
"dufourea versatilis","native","Ground","Solitary","Generalist"
"dufourea virgata","","Ground","Solitary","Specialist"
"dufourea viridescens","","Ground","Solitary",""
"dufourea viridis","","Ground","Solitary","Specialist"
"epeoloides pilosula","native","Host Nest","Parasitic","Specialist"
"epeolus ainsliei","","Host Nest","Parasitic",""
"epeolus alatus","","Host Nest","Parasitic",""
"epeolus americanus","","Host Nest","Parasitic",""
"epeolus asperatus","","Host Nest","Parasitic",""
"epeolus australis","","Host Nest","Parasitic",""
"epeolus autumnalis","native","Host Nest","Parasitic",""
"epeolus banksi","","Host Nest","Parasitic",""
"epeolus barberiellus","","Host Nest","Parasitic",""
"epeolus beulahensis","","Host Nest","Parasitic",""
"epeolus bifasciatus","native","Host Nest","Parasitic",""
"epeolus canadensis","","Host Nest","Parasitic",""
"epeolus carolinus","native","Host Nest","Parasitic",""
"epeolus compactus","","Host Nest","Parasitic",""
"epeolus crucis","","Host Nest","Parasitic",""
"epeolus erigeronis","","Host Nest","Parasitic",""
"epeolus flavofasciatus","","Host Nest","Parasitic",""
"epeolus floridensis","","Host Nest","Parasitic",""
"epeolus fumipennis","","Host Nest","Parasitic",""
"epeolus gabrielis","","Host Nest","Parasitic",""
"epeolus glabratus","native","Host Nest","Parasitic",""
"epeolus hitei","","Host Nest","Parasitic",""
"epeolus howardi","","Host Nest","Parasitic",""
"epeolus humillimus","","Host Nest","Parasitic",""
"epeolus ilicis","","Host Nest","Parasitic",""
"epeolus interruptus","native","Host Nest","Parasitic",""
"epeolus lectoides","native","Host Nest","Parasitic","Generalist"
"epeolus lectus","","Host Nest","Parasitic",""
"epeolus lutzi","","Host Nest","Parasitic",""
"epeolus mesillae","native","Host Nest","Parasitic",""
"epeolus minimus","native","Host Nest","Parasitic",""
"epeolus minutus","","Host Nest","Parasitic",""
"epeolus novomexicanus","","Host Nest","Parasitic",""
"epeolus olympiellus","","Host Nest","Parasitic",""
"epeolus pusillus","native","Host Nest","Parasitic","Generalist"
"epeolus scutellaris","native","Host Nest","Parasitic","Generalist"
"epeolus siculus","","Host Nest","Parasitic",""
"epeolus tarsalis","","Host Nest","Parasitic",""
"epeolus vernalis","native","Host Nest","Parasitic",""
"epeolus zonatus","native","Host Nest","Parasitic",""
"ericrocis lata","native","Host Nest","Parasitic",""
"ericrocis pintada","native","Host Nest","Parasitic",""
"eucera acerba","","Ground","Solitary",""
"eucera actuosa","","Ground","Solitary",""
"eucera albescens","","Ground","Solitary",""
"eucera amoena","","Ground","Solitary",""
"eucera amsinckiae","","Ground","Solitary",""
"eucera angustifrons","","Ground","Solitary",""
"eucera aragalli","","Ground","Solitary",""
"eucera argyrophila","","Ground","Solitary",""
"eucera atriventris","native","Ground","Solitary",""
"eucera bakeri","","Ground","Solitary",""
"eucera belfragei","","Ground","Solitary",""
"eucera birkmanniella","","Ground","Solitary",""
"eucera californica","","Ground","Solitary",""
"eucera carinata","","Ground","Solitary",""
"eucera cercidis","","Ground","Solitary",""
"eucera chrysobotryae","","Ground","Solitary",""
"eucera chrysophila","","Ground","Solitary",""
"eucera cordleyi","native","Ground","Solitary",""
"eucera delphinii","","Ground","Solitary",""
"eucera distincta","","Ground","Solitary",""
"eucera dorsata","","Ground","Solitary",""
"eucera douglasiana","","Ground","Solitary",""
"eucera dubitata","","Ground","Solitary",""
"eucera edwardsii","","Ground","Solitary",""
"eucera frater","native","Ground","Solitary",""
"eucera fulvitarsis","","Ground","Solitary",""
"eucera fulvohirta","native","Ground","Solitary",""
"eucera hamata","native","Ground","Solitary","Generalist"
"eucera hurdi","","Ground","Solitary",""
"eucera illinoensis","native","Ground","Solitary",""
"eucera lepida","","Ground","Solitary",""
"eucera lunata","","Ground","Solitary",""
"eucera lutziana","","Ground","Solitary",""
"eucera lycii","","Ground","Solitary",""
"eucera mohavensis","","Ground","Solitary",""
"eucera monozona","","Ground","Solitary",""
"eucera pallidihirta","","Ground","Solitary",""
"eucera phaceliae","","Ground","Solitary",""
"eucera pomona","","Ground","Solitary",""
"eucera primiveris","","Ground","Solitary",""
"eucera quadricincta","","Ground","Solitary",""
"eucera rosae","native","Ground","Solitary",""
"eucera speciosa","","Ground","Solitary",""
"eucera stretchii","","Ground","Solitary",""
"eucera suavis","","Ground","Solitary",""
"eucera territella","","Ground","Solitary",""
"eucera texana","","Ground","Solitary",""
"eucera tricinctella","","Ground","Solitary",""
"eucera truttae","","Ground","Solitary",""
"eucera venusta","","Ground","Solitary",""
"eucera virgata","","Ground","Solitary",""
"eucera zonata","","Ground","Solitary",""
"eulaema polychroma","","","",""
"eulonchopria punctatissima","","Ground","Solitary","Specialist"
"exomalopsis amoena","","Ground","Communal",""
"exomalopsis analis","","Ground","Communal",""
"exomalopsis bahamica","","Ground","Solitary",""
"exomalopsis birkmanni","","Ground","Communal",""
"exomalopsis dimidiata","","Ground","Communal",""
"exomalopsis fumipennis","","Ground","Communal",""
"exomalopsis hurdi","","Ground","Communal",""
"exomalopsis mellipes","native","Ground","Communal",""
"exomalopsis pubescens","","Ground","Communal",""
"exomalopsis pulchella","","Ground","Solitary",""
"exomalopsis similis","","Ground","Communal",""
"exomalopsis snowi","","Ground","Communal",""
"exomalopsis solani","","Ground","Communal","Generalist"
"exomalopsis solidaginis","","Ground","Communal","Generalist"
"exomalopsis tibialis","","Ground","Communal",""
"florilegus condignus","native","Ground","","Generalist"
"gaesischia exul","","Ground","",""
"habropoda cineraria","","Ground","Solitary",""
"habropoda citula","","Ground","Solitary",""
"habropoda cressonii","","Ground","Solitary",""
"habropoda dammersi","","Ground","Solitary",""
"habropoda depressa","native","Ground","Solitary","Generalist"
"habropoda excellens","","Ground","Solitary",""
"habropoda laboriosa","native","Ground","Solitary","Specialist"
"habropoda miserabilis","native","Ground","Solitary",""
"habropoda morrisoni","","Ground","Solitary",""
"habropoda murihirta","","Ground","Solitary",""
"habropoda pallida","native","Ground","Solitary","Specialist"
"habropoda salviae","","Ground","Solitary",""
"habropoda salviarum","","Ground","Solitary",""
"habropoda semifulva","","Ground","Solitary",""
"habropoda tristissima","native","Ground","Solitary","Generalist"
"habropoda vierecki","","Ground","Solitary",""
"halictus centaureae","","Ground","Plastic","Generalist"
"halictus chalybaeus","","Ground","Plastic","Generalist"
"halictus compressus","introduced","Ground","Plastic","Generalist"
"halictus concinnus","introduced","Ground","Plastic","Generalist"
"halictus confusus","native","Ground","Plastic","Generalist"
"halictus consobrinus","introduced","Ground","Plastic","Generalist"
"halictus cyanellus","","Ground","Plastic","Generalist"
"halictus cypricus","","Ground","Plastic","Generalist"
"halictus diductus","","Ground","Plastic","Generalist"
"halictus farinosus","native","Ground","Plastic","Generalist"
"halictus fulvipes","","Ground","Plastic","Generalist"
"halictus graecus","","Ground","Plastic","Generalist"
"halictus harmonius","native","Ground","Plastic","Generalist"
"halictus inpilosus","introduced","Ground","Plastic","Generalist"
"halictus lanei","introduced","Ground","Plastic","Generalist"
"halictus ligatus","native","Ground","Plastic","Generalist"
"halictus lucidipennis","","Ground","Plastic","Generalist"
"halictus maculatus","native","Ground","Plastic","Generalist"
"halictus magnus","","Ground","Plastic","Generalist"
"halictus nivalis","","Ground","Plastic","Generalist"
"halictus palustris","","Ground","Plastic","Generalist"
"halictus parallelus","native","Ground","Plastic","Generalist"
"halictus pentheri","","Ground","Plastic","Generalist"
"halictus perfumidus","","Ground","Plastic","Generalist"
"halictus perileucus","","Ground","Plastic","Generalist"
"halictus petraeus","","Ground","Plastic","Generalist"
"halictus pici","","Ground","Plastic","Generalist"
"halictus placatus","","Ground","Plastic","Generalist"
"halictus poeyi","native","Ground","Plastic","Generalist"
"halictus resurgens","","Ground","Plastic","Generalist"
"halictus rossicus","introduced","Ground","Plastic","Generalist"
"halictus rubicundus","native","Ground","Plastic","Generalist"
"halictus sajoi","","Ground","Plastic","Generalist"
"halictus sexcinctus","introduced","Ground","Plastic","Generalist"
"halictus tectus","introduced","Ground","Plastic","Generalist"
"halictus tripartitus","native","Ground","Plastic","Generalist"
"halictus tumulorum","introduced","Ground","Plastic","Generalist"
"halictus virgatellus","native","Ground","Plastic","Generalist"
"halictus yunnanicus","","Ground","Plastic","Generalist"
"halictus zonatus","","Ground","Plastic","Generalist"
"heriades carinata","","Multiple","Solitary","Generalist"
"heriades civicus","","Wood","Solitary","Generalist"
"heriades cressoni","","Wood","Solitary","Generalist"
"heriades crucifer","","Wood","Solitary","Generalist"
"heriades curviventris","","Wood","Solitary","Generalist"
"heriades glomerans","native","Wood","Solitary","Generalist"
"heriades gracilior","native","Wood","Solitary","Generalist"
"heriades leavitti","native","Wood","Solitary","Generalist"
